,name,party,district,chamber,start,end,occupation,gender,id
7813,Birgit Henriksson,Moderata samlingspartiet,Västmanlands län,Enkammarriksdagen,1991,1994,,,birgit_henriksson_b1ba
7814,Birgitta Carlsson,Centerpartiet,Skaraborgs län,Enkammarriksdagen,1991,1994,,,birgitta_carlsson_a11d
7815,Birgitta Dahl,Socialdemokraterna,Uppsala län,Enkammarriksdagen,1991,1994,,,birgitta_dahl_bbef
7816,Birgitta Hambraeus,Centerpartiet,Kopparbergs län,Enkammarriksdagen,1991,1994,,,birgitta_hambraeus_3019
7817,Birgitta Johansson,Socialdemokraterna,Skaraborgs län,Enkammarriksdagen,1991,1994,,,birgitta_johansson_0838
7818,Birgitta Wistrand,Moderata samlingspartiet,Stockholms kommun,Enkammarriksdagen,1991,1994,,,birgitta_wistrand_7d9c
7819,Birthe Sörestedt,Socialdemokraterna,Fyrstadskretsen,Enkammarriksdagen,1991,1994,,,birthe_sörestedt_5af9
7820,Björn Kaaling,Socialdemokraterna,Uppsala län,Enkammarriksdagen,1991,1994,,man,björn_kaaling_bbef
7821,Björn Samuelson,Vänsterpartiet,Värmlands län,Enkammarriksdagen,1991,1994,,man,björn_samuelson_5d4d
7822,Bo Arvidson,Moderata samlingspartiet,Malmöhus län,Enkammarriksdagen,1991,1994,,man,bo_arvidson_fa2f
7823,Bo Bernhardsson,Socialdemokraterna,Fyrstadskretsen,Enkammarriksdagen,1991,1994,,man,bo_bernhardsson_5af9
7824,Bo Finnkvist,Socialdemokraterna,Värmlands län,Enkammarriksdagen,1991,1994,,man,bo_finnkvist_749a
7825,Bo Forslund,Socialdemokraterna,Västernorrlands län,Enkammarriksdagen,1991,1994,,man,bo_forslund_1492
7826,Bo Frank,Moderata samlingspartiet,Kronobergs län,Enkammarriksdagen,1991,1994,,man,bo_frank_1caf
7827,Bo G. Jenevall,Ny demokrati,Stockholms kommun,Enkammarriksdagen,1991,1994,,man,bo_g._jenevall_0c3c
7828,Bo Holmberg,Socialdemokraterna,Västernorrlands län,Enkammarriksdagen,1991,1994,,man,bo_holmberg_1492
7829,Bo Könberg,Folkpartiet liberalerna,Stockholms kommuns valkrets,Enkammarriksdagen,1991,1994,,man,bo_könberg_9cdc
7830,Bo Lundgren,Moderata samlingspartiet,Kristianstads län,Enkammarriksdagen,1991,1994,,man,bo_lundgren_a588
7831,Bo Nilsson,Socialdemokraterna,Fyrstadskretsen,Enkammarriksdagen,1991,1994,,man,bo_nilsson_5af9
7832,Britt Bohlin Olsson,Socialdemokraterna,Älvsborgs läns norra,Enkammarriksdagen,1991,1994,,,britt_bohlin_olsson_c49e
7833,Britta Bjelle,Folkpartiet liberalerna,Norrbottens län,Enkammarriksdagen,1991,1994,,woman,britta_bjelle_60a6
7834,Britta Sundin,Socialdemokraterna,Västernorrlands län,Enkammarriksdagen,1991,1994,,woman,britta_sundin_1492
7835,Bruno Poromaa,Socialdemokraterna,Norrbottens län,Enkammarriksdagen,1991,1994,,man,bruno_poromaa_9770
7836,Börje Hörnlund,Centerpartiet,Västerbottens län,Enkammarriksdagen,1991,1994,,man,börje_hörnlund_bd91
7837,Börje Nilsson,Socialdemokraterna,Kristianstads län,Enkammarriksdagen,1991,1994,,man,börje_nilsson_2aa6
7838,Carin Lundberg,Socialdemokraterna,Västerbottens län,Enkammarriksdagen,1991,1994,,,carin_lundberg_2566
7839,Carl Bildt,Moderata samlingspartiet,Stockholms kommun,Enkammarriksdagen,1991,1994,,man,carl_bildt_7d9c
7840,Carl Fredrik Graf,Moderata samlingspartiet,Hallands län,Enkammarriksdagen,1991,1994,,man,carl_fredrik_graf_857a
7841,Carl G. Nilsson,Moderata samlingspartiet,Östergötlands län,Enkammarriksdagen,1991,1994,,man,carl_g._nilsson_075d
7842,Carl Olov Persson,Kristdemokraterna,Västmanlands län,Enkammarriksdagen,1991,1994,,man,carl_olov_persson_289f
7843,Carl-Johan Wilson,Folkpartiet liberalerna,Jönköpings län,Enkammarriksdagen,1991,1994,,man,carl-johan_wilson_7921
7844,Catarina Rönnung,Socialdemokraterna,Jönköpings län,Enkammarriksdagen,1991,1994,,,catarina_rönnung_db67
7845,Charlotte Branting,Folkpartiet liberalerna,Kronobergs län,Enkammarriksdagen,1991,1994,,woman,charlotte_branting_63d5
7846,Charlotte Cederschiöld,Moderata samlingspartiet,Stockholms kommun,Enkammarriksdagen,1991,1994,,woman,charlotte_cederschiöld_7d9c
7847,Chatrine Pålsson Ahlgren,Kristdemokraterna,Kalmar län,Enkammarriksdagen,1991,1994,,,chatrine_pålsson_ahlgren_7a5c
7848,Chris Heister,Moderata samlingspartiet,Stockholms län,Enkammarriksdagen,1991,1994,,man,chris_heister_05ee
7849,Christel Anderberg,Moderata samlingspartiet,Kopparbergs län,Enkammarriksdagen,1991,1994,,,christel_anderberg_8c58
7850,Christer Eirefelt,Folkpartiet liberalerna,Hallands län,Enkammarriksdagen,1991,1994,,,christer_eirefelt_b281
7851,Christer Lindblom,Folkpartiet liberalerna,Kalmar län,Enkammarriksdagen,1991,1994,,,christer_lindblom_cd90
7852,Christer Skoog,Socialdemokraterna,Blekinge län,Enkammarriksdagen,1991,1994,,,christer_skoog_342f
7853,Christer Windén,Ny demokrati,Kalmar län,Enkammarriksdagen,1991,1994,,,christer_windén_5e20
7854,Claus Zaar,Ny demokrati,Malmöhus län,Enkammarriksdagen,1991,1994,,,claus_zaar_39e6
7855,Dan Ericsson,Kristdemokraterna,Östergötlands län,Enkammarriksdagen,1991,1994,,man,dan_ericsson_bccf
7856,Dan Eriksson,Ny demokrati,Stockholms kommun,Enkammarriksdagen,1991,1994,,man,dan_eriksson_0c3c
7857,Daniel Tarschys,Folkpartiet liberalerna,Stockholms län,Enkammarriksdagen,1991,1994,,man,daniel_tarschys_1c78
7858,Doris Håvik,Socialdemokraterna,Göteborgs kommun,Enkammarriksdagen,1991,1994,,woman,doris_håvik_b22b
7859,Elisabeth Fleetwood,Moderata samlingspartiet,Stockholms kommun,Enkammarriksdagen,1991,1994,,woman,elisabeth_fleetwood_7d9c
7860,Elisabeth Persson,Vänsterpartiet,Östergötlands län,Enkammarriksdagen,1991,1994,,woman,elisabeth_persson_f9b3
7861,Elver Jonsson,Folkpartiet liberalerna,Älvsborgs läns norra,Enkammarriksdagen,1991,1994,,,elver_jonsson_b83e
7862,Elving Andersson,Centerpartiet,Bohuslän,Enkammarriksdagen,1991,1994,,,elving_andersson_bf43
7863,Elvy Söderström,Socialdemokraterna,Västernorrlands län,Enkammarriksdagen,1991,1994,,,elvy_söderström_1492
7864,Erling Bager,Folkpartiet liberalerna,Göteborgs kommun,Enkammarriksdagen,1991,1994,,man,erling_bager_f6fc
7865,Eva Johansson,Socialdemokraterna,Stockholms län,Enkammarriksdagen,1991,1994,,woman,eva_johansson_f16d
7866,Eva Zetterberg,Vänsterpartiet,Stockholms kommun,Enkammarriksdagen,1991,1994,,woman,eva_zetterberg_cc53
7867,Ewa Hedkvist Petersen,Socialdemokraterna,Norrbottens län,Enkammarriksdagen,1991,1994,,,ewa_hedkvist_petersen_9770
7868,Fanny Rizell,Kristdemokraterna,Älvsborgs läns norra,Enkammarriksdagen,1991,1994,,woman,fanny_rizell_6157
7869,Filip Fridolfsson,Moderata samlingspartiet,Stockholms kommun,Enkammarriksdagen,1991,1994,,man,filip_fridolfsson_7d9c
7870,Fredrik Reinfeldt,Moderata samlingspartiet,Stockholms län,Enkammarriksdagen,1991,1994,,man,fredrik_reinfeldt_05ee
7871,Georg Andersson,Socialdemokraterna,Västerbottens län,Enkammarriksdagen,1991,1994,,man,georg_andersson_2566
7872,Gudrun Norberg,Folkpartiet liberalerna,Örebro län,Enkammarriksdagen,1991,1994,,,gudrun_norberg_b2c7
7873,Gudrun Schyman,Vänsterpartiet,Stockholms län,Enkammarriksdagen,1991,1994,,,gudrun_schyman_9ccd
7874,Gullan Lindblad,Moderata samlingspartiet,Värmlands län,Enkammarriksdagen,1991,1994,,,gullan_lindblad_6eab
7875,Gunhild Bolander,Centerpartiet,Gotlands län,Enkammarriksdagen,1991,1994,,,gunhild_bolander_7e48
7876,Gunnar Björk,Centerpartiet,Gävleborgs län,Enkammarriksdagen,1991,1994,,man,gunnar_björk_620b
7877,Gunnar Hökmark,Moderata samlingspartiet,Stockholms län,Enkammarriksdagen,1991,1994,,man,gunnar_hökmark_05ee
7878,Gunnar Nilsson,Socialdemokraterna,Malmöhus län,Enkammarriksdagen,1991,1994,,man,gunnar_nilsson_603f
7879,Gunnar Thollander,Socialdemokraterna,Uppsala län,Enkammarriksdagen,1991,1994,,man,gunnar_thollander_bbef
7880,Gustaf von Essen,Moderata samlingspartiet,Uppsala län,Enkammarriksdagen,1991,1994,,man,gustaf_von_essen_2551
7881,Göran Hägglund,Kristdemokraterna,Jönköpings län,Enkammarriksdagen,1991,1994,,man,göran_hägglund_ef40
7882,Göran Lennmarker,Moderata samlingspartiet,Stockholms län,Enkammarriksdagen,1991,1994,,man,göran_lennmarker_05ee
7883,Göran Magnusson,Socialdemokraterna,Västmanlands län,Enkammarriksdagen,1991,1994,,man,göran_magnusson_8849
7884,Göran Persson,Socialdemokraterna,Södermanlands län,Enkammarriksdagen,1991,1994,,man,göran_persson_c9c6
7885,Göran Åstrand,Moderata samlingspartiet,Stockholms kommun,Enkammarriksdagen,1991,1994,,man,göran_åstrand_7d9c
7886,Görel Bohlin,Moderata samlingspartiet,Stockholms län,Enkammarriksdagen,1991,1994,,,görel_bohlin_05ee
7887,Görel Thurdin,Centerpartiet,Västernorrlands län,Enkammarriksdagen,1991,1994,,,görel_thurdin_6b28
7888,Göte Jonsson,Moderata samlingspartiet,Jönköpings län,Enkammarriksdagen,1991,1994,,man,göte_jonsson_88bc
7889,Göthe Knutson,Moderata samlingspartiet,Värmlands län,Enkammarriksdagen,1991,1994,,,göthe_knutson_6eab
7890,Hans Dau,Moderata samlingspartiet,Västerbottens län,Enkammarriksdagen,1991,1994,,man,hans_dau_34c7
7891,Hans Gustafsson,Socialdemokraterna,Blekinge län,Enkammarriksdagen,1991,1994,,man,hans_gustafsson_342f
7892,Hans Göran Franck,Socialdemokraterna,Stockholms län,Enkammarriksdagen,1991,1994,,man,hans_göran_franck_f16d
7893,Hans Karlsson,Socialdemokraterna,Örebro län,Enkammarriksdagen,1991,1994,,man,hans_karlsson_6ecd
7894,Hans Lindblad,Folkpartiet liberalerna,Gävleborgs län,Enkammarriksdagen,1991,1994,,man,hans_lindblad_ce7c
7895,Hans Nyhage,Moderata samlingspartiet,Älvsborgs läns södra,Enkammarriksdagen,1991,1994,,man,hans_nyhage_b707
7896,Hans Stenberg,Socialdemokraterna,Västernorrlands län,Enkammarriksdagen,1991,1994,,man,hans_stenberg_1492
7897,Harald Bergström,Kristdemokraterna,Kronobergs län,Enkammarriksdagen,1991,1994,,man,harald_bergström_cf2d
7898,Harriet Colliander,Ny demokrati,Stockholms län,Enkammarriksdagen,1991,1994,,woman,harriet_colliander_f235
7899,Harry Staaf,Kristdemokraterna,Hallands län,Enkammarriksdagen,1991,1994,,man,harry_staaf_4235
7900,Henrik Landerholm,Moderata samlingspartiet,Södermanlands län,Enkammarriksdagen,1991,1994,,man,henrik_landerholm_44d1
7901,Henrik S. Järrel,Moderata samlingspartiet,Stockholms kommun,Enkammarriksdagen,1991,1994,,man,henrik_s._järrel_7d9c
7902,Holger Gustafsson,Kristdemokraterna,Skaraborgs län,Enkammarriksdagen,1991,1994,,man,holger_gustafsson_e686
7903,Hugo Bergdahl,Folkpartiet liberalerna,Västmanlands län,Enkammarriksdagen,1991,1994,,man,hugo_bergdahl_fbd0
7904,Hugo Hegeland,Moderata samlingspartiet,Göteborgs kommun,Enkammarriksdagen,1991,1994,,man,hugo_hegeland_ff95
7905,Håkan Holmberg,Folkpartiet liberalerna,Uppsala län,Enkammarriksdagen,1991,1994,,man,håkan_holmberg_7d19
7906,Håkan Strömberg,Socialdemokraterna,Örebro län,Enkammarriksdagen,1991,1994,,man,håkan_strömberg_6ecd
7907,Ian Wachtmeister,Ny demokrati,Stockholms län,Enkammarriksdagen,1991,1994,,man,ian_wachtmeister_f235
7908,Ines Uusmann,Socialdemokraterna,Stockholms län,Enkammarriksdagen,1991,1994,,woman,ines_uusmann_f16d
7909,Inga Berggren,Moderata samlingspartiet,Malmöhus län,Enkammarriksdagen,1991,1994,,,inga_berggren_fa2f
7910,Inga-Britt Johansson,Socialdemokraterna,Göteborgs kommun,Enkammarriksdagen,1991,1994,,,inga-britt_johansson_b22b
7911,Inge Carlsson,Socialdemokraterna,Östergötlands län,Enkammarriksdagen,1991,1994,,,inge_carlsson_3fc6
7912,Ingegerd Elm,Socialdemokraterna,Jönköpings län,Enkammarriksdagen,1991,1994,,,ingegerd_elm_db67
7913,Ingegerd Sahlström,Socialdemokraterna,Hallands län,Enkammarriksdagen,1991,1994,,,ingegerd_sahlström_90bf
7914,Ingegerd Troedsson,Moderata samlingspartiet,Uppsala län,Enkammarriksdagen,1991,1994,,,ingegerd_troedsson_2551
7915,Ingela Mårtensson,Folkpartiet liberalerna,Göteborgs kommun,Enkammarriksdagen,1991,1994,,,ingela_mårtensson_f6fc
7916,Ingela Thalén,Socialdemokraterna,Stockholms län,Enkammarriksdagen,1991,1994,,,ingela_thalén_f16d
7917,Inger Davidson,Kristdemokraterna,Stockholms län,Enkammarriksdagen,1991,1994,,,inger_davidson_bf7c
7918,Inger Hestvik,Socialdemokraterna,Kopparbergs län,Enkammarriksdagen,1991,1994,,,inger_hestvik_f6ac
7919,Inger Koch,Moderata samlingspartiet,Stockholms län,Enkammarriksdagen,1991,1994,,,inger_koch_05ee
7920,Inger Lundberg,Socialdemokraterna,Örebro län,Enkammarriksdagen,1991,1994,,,inger_lundberg_6ecd
7921,Inger René,Moderata samlingspartiet,Bohuslän,Enkammarriksdagen,1991,1994,,,inger_rené_e122
7922,Ingrid Andersson,Socialdemokraterna,Uppsala län,Enkammarriksdagen,1991,1994,,woman,ingrid_andersson_bbef
7923,Ingrid Hemmingsson,Moderata samlingspartiet,Jämtlands län,Enkammarriksdagen,1991,1994,,woman,ingrid_hemmingsson_830c
7924,Ingrid Näslund,Kristdemokraterna,Göteborgs kommun,Enkammarriksdagen,1991,1994,,woman,ingrid_näslund_fbb4
7925,Ingvar Björk,Socialdemokraterna,Östergötlands län,Enkammarriksdagen,1991,1994,,man,ingvar_björk_3fc6
7926,Ingvar Carlsson,Socialdemokraterna,Stockholms län,Enkammarriksdagen,1991,1994,,man,ingvar_carlsson_f16d
7927,Ingvar Eriksson,Moderata samlingspartiet,Kristianstads län,Enkammarriksdagen,1991,1994,,man,ingvar_eriksson_a588
7928,Ingvar Johnsson,Socialdemokraterna,Älvsborgs läns norra,Enkammarriksdagen,1991,1994,,man,ingvar_johnsson_c49e
7929,Iréne Vestlund,Socialdemokraterna,Kopparbergs län,Enkammarriksdagen,1991,1994,,,iréne_vestlund_f6ac
7930,Isa Halvarsson,Folkpartiet liberalerna,Värmlands län,Enkammarriksdagen,1991,1994,,woman,isa_halvarsson_91fc
7931,Ivar Franzén,Centerpartiet,Hallands län,Enkammarriksdagen,1991,1994,,man,ivar_franzén_5f50
7932,Ivar Virgin,Moderata samlingspartiet,Skaraborgs län,Enkammarriksdagen,1991,1994,,man,ivar_virgin_192a
7933,Jan Andersson,Socialdemokraterna,Fyrstadskretsen,Enkammarriksdagen,1991,1994,,man,jan_andersson_5af9
7934,Jan Backman,Moderata samlingspartiet,Fyrstadskretsen,Enkammarriksdagen,1991,1994,,man,jan_backman_1119
7935,Jan Bergqvist,Socialdemokraterna,Göteborgs kommun,Enkammarriksdagen,1991,1994,,man,jan_bergqvist_b22b
7936,Jan Björkman,Socialdemokraterna,Blekinge län,Enkammarriksdagen,1991,1994,,man,jan_björkman_342f
7937,Jan Erik Ågren,Kristdemokraterna,Västernorrlands län,Enkammarriksdagen,1991,1994,,man,jan_erik_ågren_9393
7938,Jan Fransson,Socialdemokraterna,Skaraborgs län,Enkammarriksdagen,1991,1994,,man,jan_fransson_0838
7939,Jan Jennehag,Vänsterpartiet,Västernorrlands län,Enkammarriksdagen,1991,1994,,man,jan_jennehag_5dca
7940,Jan Sandberg,Moderata samlingspartiet,Stockholms län,Enkammarriksdagen,1991,1994,,man,jan_sandberg_05ee
7941,Jan-Erik Wikström,Folkpartiet liberalerna,Stockholms kommun,Enkammarriksdagen,1991,1994,,,jan-erik_wikström_777c
7942,Jerry Martinger,Moderata samlingspartiet,Stockholms län,Enkammarriksdagen,1991,1994,,man,jerry_martinger_05ee
7943,Jerzy Einhorn,Kristdemokraterna,Stockholms kommun,Enkammarriksdagen,1991,1994,,,jerzy_einhorn_e174
7944,Johan Brohult,Ny demokrati,Göteborgs kommun,Enkammarriksdagen,1991,1994,,man,johan_brohult_2954
7945,Johan Lönnroth,Vänsterpartiet,Göteborgs kommun,Enkammarriksdagen,1991,1994,,man,johan_lönnroth_8a9e
7946,John Andersson,Vänsterpartiet,Västerbottens län,Enkammarriksdagen,1991,1994,,man,john_andersson_5971
7947,John Bouvin,Ny demokrati,Stockholms län,Enkammarriksdagen,1991,1994,,man,john_bouvin_f235
7948,Johnny Ahlqvist,Socialdemokraterna,Kristianstads län,Enkammarriksdagen,1991,1994,,man,johnny_ahlqvist_2aa6
7949,Jon Peter Wieselgren,Ny demokrati,Värmlands län,Enkammarriksdagen,1991,1994,,man,jon_peter_wieselgren_7848
7950,Kaj Larsson,Socialdemokraterna,Kristianstads län,Enkammarriksdagen,1991,1994,,man,kaj_larsson_2aa6
7951,Karin Falkmer,Moderata samlingspartiet,Västmanlands län,Enkammarriksdagen,1991,1994,,woman,karin_falkmer_b1ba
7952,Karin Wegestål,Socialdemokraterna,Malmöhus län,Enkammarriksdagen,1991,1994,,woman,karin_wegestål_603f
7953,Karl Erik Olsson,Centerpartiet,Kristianstads län,Enkammarriksdagen,1991,1994,,man,karl_erik_olsson_99fa
7954,Karl Gustaf Sjödin,Ny demokrati,Västernorrlands län,Enkammarriksdagen,1991,1994,,man,karl_gustaf_sjödin_cd8a
7955,Karl Hagström,Socialdemokraterna,Gävleborgs län,Enkammarriksdagen,1991,1994,,man,karl_hagström_07e5
7956,Karl-Erik Persson,Vänsterpartiet,Örebro län,Enkammarriksdagen,1991,1994,,,karl-erik_persson_71ec
7957,Karl-Erik Svartberg,Socialdemokraterna,Bohuslän,Enkammarriksdagen,1991,1994,,,karl-erik_svartberg_94ab
7958,Karl-Göran Biörsmark,Folkpartiet liberalerna,Östergötlands län,Enkammarriksdagen,1991,1994,,,karl-göran_biörsmark_81e1
7959,Karl-Gösta Svenson,Moderata samlingspartiet,Blekinge län,Enkammarriksdagen,1991,1994,,,karl-gösta_svenson_5cd7
7960,Kenneth Attefors,Ny demokrati,Kristianstads län,Enkammarriksdagen,1991,1994,,man,kenneth_attefors_d695
7961,Kenneth Lantz,Kristdemokraterna,Fyrstadskretsen,Enkammarriksdagen,1991,1994,,man,kenneth_lantz_ed09
7962,Kent Carlsson,Socialdemokraterna,Stockholms kommun,Enkammarriksdagen,1991,1994,,man,kent_carlsson_e588
7963,Kent Olsson,Moderata samlingspartiet,Bohuslän,Enkammarriksdagen,1991,1994,,man,kent_olsson_e122
7964,Kenth Skårvik,Folkpartiet liberalerna,Bohuslän,Enkammarriksdagen,1991,1994,,,kenth_skårvik_ad51
7965,Kjell Eldensjö,Kristdemokraterna,Älvsborgs läns södra,Enkammarriksdagen,1991,1994,,man,kjell_eldensjö_37df
7966,Kjell Ericsson,Centerpartiet,Värmlands län,Enkammarriksdagen,1991,1994,,man,kjell_ericsson_ed69
7967,Kjell Johansson,Folkpartiet liberalerna,Södermanlands län,Enkammarriksdagen,1991,1994,,man,kjell_johansson_7d35
7968,Kjell Nilsson,Socialdemokraterna,Kronobergs län,Enkammarriksdagen,1991,1994,,man,kjell_nilsson_1ec1
7969,Knut Billing,Moderata samlingspartiet,Stockholms län,Enkammarriksdagen,1991,1994,,man,knut_billing_05ee
7970,Knut Wachtmeister,Moderata samlingspartiet,Malmöhus län,Enkammarriksdagen,1991,1994,,man,knut_wachtmeister_fa2f
7971,Kristina Svensson,Socialdemokraterna,Värmlands län,Enkammarriksdagen,1991,1994,,woman,kristina_svensson_749a
7972,Kurt Ove Johansson,Socialdemokraterna,Fyrstadskretsen,Enkammarriksdagen,1991,1994,,man,kurt_ove_johansson_5af9
7973,Lahja Exner,Socialdemokraterna,Älvsborgs läns södra,Enkammarriksdagen,1991,1994,,,lahja_exner_d713
7974,Laila Jansson,Ny demokrati,Älvsborgs läns norra,Enkammarriksdagen,1991,1994,,woman,laila_jansson_e533
7975,Lars Andersson,Ny demokrati,Örebro län,Enkammarriksdagen,1991,1994,,man,lars_andersson_aa60
7976,Lars Björkman,Moderata samlingspartiet,Älvsborgs läns södra,Enkammarriksdagen,1991,1994,,man,lars_björkman_b707
7977,Lars Bäckström,Vänsterpartiet,Bohuslän,Enkammarriksdagen,1991,1994,,man,lars_bäckström_c0dd
7978,Lars Hedfors,Socialdemokraterna,Kronobergs län,Enkammarriksdagen,1991,1994,,man,lars_hedfors_1ec1
7979,Lars Leijonborg,Folkpartiet liberalerna,Stockholms län,Enkammarriksdagen,1991,1994,,man,lars_leijonborg_1c78
7980,Lars Moquist,Ny demokrati,Skaraborgs län,Enkammarriksdagen,1991,1994,,man,lars_moquist_c2d0
7981,Lars Stjernkvist,Socialdemokraterna,Östergötlands län,Enkammarriksdagen,1991,1994,,man,lars_stjernkvist_3fc6
7982,Lars Sundin,Folkpartiet liberalerna,Älvsborgs läns södra,Enkammarriksdagen,1991,1994,,man,lars_sundin_3fc2
7983,Lars Svensk,Kristdemokraterna,Uppsala län,Enkammarriksdagen,1991,1994,,man,lars_svensk_edb1
7984,Lars Tobisson,Moderata samlingspartiet,Stockholms län,Enkammarriksdagen,1991,1994,,man,lars_tobisson_05ee
7985,Lars Werner,Vänsterpartiet,Stockholms kommun,Enkammarriksdagen,1991,1994,,man,lars_werner_cc53
7986,Lars-Erik Lövdén,Socialdemokraterna,Fyrstadskretsen,Enkammarriksdagen,1991,1994,,,lars-erik_lövdén_5af9
7987,Lars-Ove Hagberg,Vänsterpartiet,Kopparbergs län,Enkammarriksdagen,1991,1994,,,lars-ove_hagberg_6d1e
7988,Larz Johansson,Centerpartiet,Södermanlands län,Enkammarriksdagen,1991,1994,,,larz_johansson_585c
7989,Leif Bergdahl,Ny demokrati,Bohuslän,Enkammarriksdagen,1991,1994,,man,leif_bergdahl_a17f
7990,Leif Carlson,Moderata samlingspartiet,Kalmar län,Enkammarriksdagen,1991,1994,,man,leif_carlson_479f
7991,Leif Marklund,Socialdemokraterna,Norrbottens län,Enkammarriksdagen,1991,1994,,man,leif_marklund_9770
7992,Lena Boström,Socialdemokraterna,Västerbottens län,Enkammarriksdagen,1991,1994,,woman,lena_boström_2566
7993,Lena Hjelm-Wallén,Socialdemokraterna,Västmanlands län,Enkammarriksdagen,1991,1994,,woman,lena_hjelm-wallén_8849
7994,Lena Klevenås,Socialdemokraterna,Älvsborgs läns norra,Enkammarriksdagen,1991,1994,,woman,lena_klevenås_c49e
7995,Lena Öhrsvik,Socialdemokraterna,Kalmar län,Enkammarriksdagen,1991,1994,,woman,lena_öhrsvik_071c
7996,Lennart Brunander,Centerpartiet,Älvsborgs läns södra,Enkammarriksdagen,1991,1994,,man,lennart_brunander_0e6e
7997,Lennart Daléus,Centerpartiet,Stockholms län,Enkammarriksdagen,1991,1994,,man,lennart_daléus_c070
7998,Lennart Fremling,Folkpartiet liberalerna,Kopparbergs län,Enkammarriksdagen,1991,1994,,man,lennart_fremling_d867
