,name,party,district,chamber,start,end,occupation,gender,id
4741,Carl-Eric Hedin,Högerpartiet,Södermanlands län,Andra kammaren,1965,1968,,,carl-eric_hedin_03b2
4742,Carl-Erik Johansson,Socialdemokraterna,Stockholms län,Andra kammaren,1965,1968,,,carl-erik_johansson_f16d
4743,Carl-Gustav Enskog,Folkpartiet Liberalerna,Västmanlands län,Andra kammaren,1965,1968,,,carl-gustav_enskog_f434
4744,Carl-Wilhelm Lothigius,Högerpartiet,Jönköpings län,Andra kammaren,1965,1968,,,carl-wilhelm_lothigius_dd17
4745,Cecilia Nettelbrandt,Folkpartiet Liberalerna,Stockholms län,Andra kammaren,1965,1968,,woman,cecilia_nettelbrandt_cc9a
4746,Christian von Sydow,Högerpartiet,Östergötlands län,Andra kammaren,1965,1968,,man,christian_von_sydow_9972
4747,Claes Elmstedt,Högerpartiet,Blekinge län,Andra kammaren,1965,1968,,man,claes_elmstedt_cd79
4748,Dag Edlund,Högerpartiet,Västmanlands län,Andra kammaren,1965,1968,,man,dag_edlund_04cf
4749,Dagmar Heurlin,Högerpartiet,Stockholms stad,Andra kammaren,1965,1968,,,dagmar_heurlin_8cdc
4750,Daniel Wiklund i Bromma,Folkpartiet Liberalerna,Stockholms stad,Andra kammaren,1965,1968,,man,daniel_wiklund_i_bromma_f2b2
4751,David Gomér,Centerpartiet,Östergötlands län,Andra kammaren,1965,1968,,man,david_gomér_a20b
4752,Einar Asp,Socialdemokraterna,Gävleborgs län,Andra kammaren,1965,1968,,man,einar_asp_07e5
4753,Einar Gustafsson,Centerpartiet,Östergötlands län,Andra kammaren,1965,1968,,man,einar_gustafsson_a20b
4754,Einar Henningsson,Socialdemokraterna,Fyrstadskretsen,Andra kammaren,1965,1968,,man,einar_henningsson_5af9
4755,Einar Larsson,Centerpartiet,Kristianstads län,Andra kammaren,1965,1968,,man,einar_larsson_99fa
4756,Einar Rimmerfors,Folkpartiet Liberalerna,Stockholms stad,Andra kammaren,1965,1968,,man,einar_rimmerfors_f2b2
4757,Elias Jönsson,Folkpartiet Liberalerna,Jämtlands län,Andra kammaren,1965,1968,,man,elias_jönsson_a36e
4758,Elisabet Johansson,Socialdemokraterna,Skaraborgs län,Andra kammaren,1965,1968,,woman,elisabet_johansson_0838
4759,Elisabeth Sjövall,Socialdemokraterna,Göteborg,Andra kammaren,1965,1968,,woman,elisabeth_sjövall_a2d7
4760,Elsa Lindskog,Socialdemokraterna,Kopparbergs län,Andra kammaren,1965,1968,,woman,elsa_lindskog_f6ac
4761,Elvira Holmberg,Socialdemokraterna,Västernorrlands län,Andra kammaren,1965,1968,,woman,elvira_holmberg_1492
4762,Emil Elmvall,Centerpartiet,Södermanlands län,Andra kammaren,1965,1968,,man,emil_elmvall_585c
4763,Eric Carlsson,Socialdemokraterna,Västmanlands län,Andra kammaren,1965,1968,,man,eric_carlsson_8849
4764,Eric Johanson,Socialdemokraterna,Kalmar län,Andra kammaren,1965,1968,,man,eric_johanson_071c
4765,Eric Jönsson,Socialdemokraterna,Fyrstadskretsen,Andra kammaren,1965,1968,,man,eric_jönsson_5af9
4766,Eric Karlsson,Socialdemokraterna,Blekinge län,Andra kammaren,1965,1968,,man,eric_karlsson_342f
4767,Eric Krönmark,Högerpartiet,Kalmar län,Andra kammaren,1965,1968,,man,eric_krönmark_7f72
4768,Eric Nelander,Folkpartiet Liberalerna,Malmöhus län,Andra kammaren,1965,1968,,man,eric_nelander_8ea0
4769,Eric Nilsson,,Malmöhus län,Andra kammaren,1965,1968,,man,eric_nilsson_0a5e
4770,Eric Svenning,Socialdemokraterna,Fyrstadskretsen,Andra kammaren,1965,1968,,man,eric_svenning_5af9
4771,Erik Adamsson,Socialdemokraterna,Fyrstadskretsen,Andra kammaren,1965,1968,,man,erik_adamsson_5af9
4772,Erik Brandt,Socialdemokraterna,Örebro län,Andra kammaren,1965,1968,,man,erik_brandt_6ecd
4773,Erik Grebäck,Centerpartiet,Stockholms län,Andra kammaren,1965,1968,,man,erik_grebäck_c070
4774,Erik Hammarsten,Socialdemokraterna,Norrbottens län,Andra kammaren,1965,1968,,man,erik_hammarsten_9770
4775,Erik Johansson i Simrishamn,Socialdemokraterna,Kristianstads län,Andra kammaren,1965,1968,,man,erik_johansson_i_simrishamn_2aa6
4776,Erik Karlsson,Unknown k,Stockholms län,Andra kammaren,1965,1968,,man,erik_karlsson_144a
4777,Erik Larsson,Centerpartiet,Örebro län,Andra kammaren,1965,1968,,man,erik_larsson_48d0
4778,Erik Larsson i Norderön,Centerpartiet,Jämtlands län,Andra kammaren,1965,1968,,man,erik_larsson_i_norderön_69e6
4779,Erik Magnusson,Högerpartiet,Kronobergs län,Andra kammaren,1965,1968,,man,erik_magnusson_0f34
4780,Erik Tobé,Folkpartiet Liberalerna,Uppsala län,Andra kammaren,1965,1968,,man,erik_tobé_34da
4781,Erik Östrand,Socialdemokraterna,Kopparbergs län,Andra kammaren,1965,1968,,man,erik_östrand_f6ac
4782,Erland Carbell,Socialdemokraterna,Stockholms stad,Andra kammaren,1965,1968,,man,erland_carbell_edcf
4783,Essen Lindahl,Socialdemokraterna,Stockholms län,Andra kammaren,1965,1968,,,essen_lindahl_f16d
4784,Evert Svensson,Socialdemokraterna,Göteborgs och Bohus län,Andra kammaren,1965,1968,,man,evert_svensson_f596
4785,Folke Björkman,Högerpartiet,Stockholms stad,Andra kammaren,1965,1968,,man,folke_björkman_8cdc
4786,Folke Nihlfors,Folkpartiet Liberalerna,Stockholms stad,Andra kammaren,1965,1968,,man,folke_nihlfors_f2b2
4787,Folke Trana,Socialdemokraterna,Stockholms län,Andra kammaren,1965,1968,,man,folke_trana_f16d
4788,Fridolf Thapper,Socialdemokraterna,Östergötlands län,Andra kammaren,1965,1968,,man,fridolf_thapper_3fc6
4789,Fritz Börjesson,Centerpartiet,Kalmar län,Andra kammaren,1965,1968,,man,fritz_börjesson_8d40
4790,Gideon From,Centerpartiet,Skaraborgs län,Andra kammaren,1965,1968,,,gideon_from_a11d
4791,Gunbjörg Thunvall,Socialdemokraterna,Gävleborgs län,Andra kammaren,1965,1968,,,gunbjörg_thunvall_07e5
4792,Gunnar Carlsson,Socialdemokraterna,Göteborg,Andra kammaren,1965,1968,,man,gunnar_carlsson_a2d7
4793,Gunnar Engkvist,Socialdemokraterna,Kristianstads län,Andra kammaren,1965,1968,,man,gunnar_engkvist_2aa6
4794,Gunnar Eskilsson,Socialdemokraterna,Värmlands län,Andra kammaren,1965,1968,,man,gunnar_eskilsson_749a
4795,Gunnar Gustafsson,Socialdemokraterna,Göteborgs och Bohus län,Andra kammaren,1965,1968,,man,gunnar_gustafsson_f596
4796,Gunnar Heckscher,Högerpartiet,Stockholms stad,Andra kammaren,1965,1968,,man,gunnar_heckscher_8cdc
4797,Gunnar Hedlund,Centerpartiet,Västernorrlands län,Andra kammaren,1965,1968,,man,gunnar_hedlund_6b28
4798,Gunnar Helén,Folkpartiet Liberalerna,Stockholms län,Andra kammaren,1965,1968,,man,gunnar_helén_cc9a
4799,Gunnar Hyltander,Folkpartiet Liberalerna,Skaraborgs län,Andra kammaren,1965,1968,,man,gunnar_hyltander_8f21
4800,Gunnar Larsson,Centerpartiet,Skaraborgs län,Andra kammaren,1965,1968,,man,gunnar_larsson_a11d
4801,Gunnar Lundmark,Socialdemokraterna,Västerbottens län,Andra kammaren,1965,1968,,man,gunnar_lundmark_2566
4802,Gunnar Oscarsson,Högerpartiet,Hallands län,Andra kammaren,1965,1968,,man,gunnar_oscarsson_885e
4803,Gunnel Olsson,Socialdemokraterna,Stockholms län,Andra kammaren,1965,1968,,,gunnel_olsson_f16d
4804,Gunvor Ryding,Unknown k,Göteborg,Andra kammaren,1965,1968,,,gunvor_ryding_1dbe
4805,Gustaf Svensson i Vä,Centerpartiet,Jönköpings län,Andra kammaren,1965,1968,,man,gustaf_svensson_i_vä_2ff5
4806,Gustav Lorentzon,Unknown k,Västernorrlands län,Andra kammaren,1965,1968,,man,gustav_lorentzon_c68b
4807,Gusti Gustavsson,Socialdemokraterna,Kristianstads län,Andra kammaren,1965,1968,,,gusti_gustavsson_2aa6
4808,Gördis Hörnlund,Socialdemokraterna,Älvsborgs läns södra,Andra kammaren,1965,1968,,,gördis_hörnlund_d713
4809,Gösta Bohman,Högerpartiet,Stockholms stad,Andra kammaren,1965,1968,,man,gösta_bohman_8cdc
4810,Gösta Josefsson,Socialdemokraterna,Hallands län,Andra kammaren,1965,1968,,man,gösta_josefsson_90bf
4811,Gösta Skoglund,Socialdemokraterna,Västerbottens län,Andra kammaren,1965,1968,,man,gösta_skoglund_2566
4812,Gösta Sterne,Folkpartiet Liberalerna,Jönköpings län,Andra kammaren,1965,1968,,man,gösta_sterne_5e2a
4813,Hans Gustafsson,Socialdemokraterna,Stockholms stad,Andra kammaren,1965,1968,,man,hans_gustafsson_edcf
4814,Hans Hagnell,Socialdemokraterna,Stockholms stad,Andra kammaren,1965,1968,,man,hans_hagnell_edcf
4815,Hans Jönsson,Socialdemokraterna,Malmöhus län,Andra kammaren,1965,1968,,man,hans_jönsson_603f
4816,Hans Levin,Socialdemokraterna,Malmöhus län,Andra kammaren,1965,1968,,man,hans_levin_603f
4817,Hans Nordgren,Högerpartiet,Gävleborgs län,Andra kammaren,1965,1968,,man,hans_nordgren_b392
4818,Harald Almgren,Socialdemokraterna,Jönköpings län,Andra kammaren,1965,1968,,man,harald_almgren_db67
4819,Harald Kärrlander,Socialdemokraterna,Västernorrlands län,Andra kammaren,1965,1968,,man,harald_kärrlander_1492
4820,Harald Larsson,Centerpartiet,Norrbottens län,Andra kammaren,1965,1968,,man,harald_larsson_e46b
4821,Harald Skoglösa (tidigare Johnsson),Centerpartiet,Kristianstads län,Andra kammaren,1965,1968,,man,harald_skoglösa_(tidigare_johnsson)_99fa
4822,Harry Berg,Socialdemokraterna,Södermanlands län,Andra kammaren,1965,1968,,man,harry_berg_c9c6
4823,Helge Lindström,Socialdemokraterna,Jämtlands län,Andra kammaren,1965,1968,,man,helge_lindström_a93e
4824,Helmer Holmberg,Unknown k,Norrbottens län,Andra kammaren,1965,1968,,man,helmer_holmberg_fa02
4825,Henning Gustafsson,Folkpartiet Liberalerna,Västerbottens län,Andra kammaren,1965,1968,,man,henning_gustafsson_4434
4826,Henning Nilsson,Unknown k,Gävleborgs län,Andra kammaren,1965,1968,,man,henning_nilsson_ebf8
4827,Henry Allard,Socialdemokraterna,Örebro län,Andra kammaren,1965,1968,,man,henry_allard_6ecd
4828,Henry Berndtsson,Folkpartiet Liberalerna,Göteborgs och Bohus län,Andra kammaren,1965,1968,,man,henry_berndtsson_a0c0
4829,Hilding Johansson,Socialdemokraterna,Älvsborgs läns norra,Andra kammaren,1965,1968,,man,hilding_johansson_c49e
4830,Holger Mossberg,Socialdemokraterna,Värmlands län,Andra kammaren,1965,1968,,man,holger_mossberg_749a
4831,Hugo Bengtsson,Socialdemokraterna,Fyrstadskretsen,Andra kammaren,1965,1968,,man,hugo_bengtsson_5af9
4832,Ingemar Mundebo,Folkpartiet Liberalerna,Stockholms län,Andra kammaren,1965,1968,,man,ingemar_mundebo_cc9a
4833,Ingemund Bengtsson,Socialdemokraterna,Hallands län,Andra kammaren,1965,1968,,man,ingemund_bengtsson_90bf
4834,Ingrid Gärde Widemar,Folkpartiet Liberalerna,Stockholms stad,Andra kammaren,1965,1968,,woman,ingrid_gärde_widemar_f2b2
4835,Ingrid Sundberg,Högerpartiet,Malmöhus län,Andra kammaren,1965,1968,,woman,ingrid_sundberg_8fc7
4836,Ingvar Carlsson,Socialdemokraterna,Stockholms län,Andra kammaren,1965,1968,,man,ingvar_carlsson_f16d
4837,Ingvar Svanberg,Socialdemokraterna,Norrbottens län,Andra kammaren,1965,1968,,man,ingvar_svanberg_9770
4838,Iris Ekroth,Socialdemokraterna,Jönköpings län,Andra kammaren,1965,1968,,woman,iris_ekroth_db67
4839,James Dickson,Högerpartiet,Älvsborgs läns norra,Andra kammaren,1965,1968,,man,james_dickson_a574
4840,Jan-Ivan Nilsson,Centerpartiet,Västerbottens län,Andra kammaren,1965,1968,,,jan-ivan_nilsson_bd91
4841,Johannes Antonsson,Centerpartiet,Hallands län,Andra kammaren,1965,1968,,man,johannes_antonsson_5f50
4842,Johannes Blidfors,Socialdemokraterna,Fyrstadskretsen,Andra kammaren,1965,1968,,man,johannes_blidfors_5af9
4843,John Andersson,Folkpartiet Liberalerna,Västernorrlands län,Andra kammaren,1965,1968,,man,john_andersson_cfeb
4844,John Eriksson i Bäckmora,Centerpartiet,Gävleborgs län,Andra kammaren,1965,1968,,man,john_eriksson_i_bäckmora_620b
4845,John Lundberg,Socialdemokraterna,Uppsala län,Andra kammaren,1965,1968,,man,john_lundberg_bbef
4846,Jöns Nilsson,Högerpartiet,Kristianstads län,Andra kammaren,1965,1968,,,jöns_nilsson_9997
4847,Kaj Björk,Socialdemokraterna,Göteborg,Andra kammaren,1965,1968,,man,kaj_björk_a2d7
4848,Karin Wetterström,Högerpartiet,Östergötlands län,Andra kammaren,1965,1968,,woman,karin_wetterström_9972
4849,Karl Boo,Centerpartiet,Kopparbergs län,Andra kammaren,1965,1968,,man,karl_boo_3019
4850,Karl Rask,Socialdemokraterna,Jönköpings län,Andra kammaren,1965,1968,,man,karl_rask_db67
4851,Karl-Gustav Andersson,Socialdemokraterna,Värmlands län,Andra kammaren,1965,1968,,,karl-gustav_andersson_749a
4852,Kurt Söderström,Högerpartiet,Östergötlands län,Andra kammaren,1965,1968,,man,kurt_söderström_9972
4853,Lars Eliasson,Centerpartiet,Kopparbergs län,Andra kammaren,1965,1968,,man,lars_eliasson_3019
4854,Lars Henrikson,Socialdemokraterna,Östergötlands län,Andra kammaren,1965,1968,,man,lars_henrikson_3fc6
4855,Leif Cassel,Högerpartiet,Värmlands län,Andra kammaren,1965,1968,,man,leif_cassel_a4a2
4856,Lena Renström-Ingenäs,Socialdemokraterna,Örebro län,Andra kammaren,1965,1968,,woman,lena_renström-ingenäs_6ecd
4857,Lennart Mattsson,Centerpartiet,Göteborgs och Bohus län,Andra kammaren,1965,1968,,man,lennart_mattsson_9dd7
4858,Lennart Stiernstedt,Högerpartiet,Stockholms län,Andra kammaren,1965,1968,,man,lennart_stiernstedt_5c71
4859,Mac Hamrin,Folkpartiet Liberalerna,Kalmar län,Andra kammaren,1965,1968,,,mac_hamrin_2557
4860,Manne Ståhl,Folkpartiet Liberalerna,Värmlands län,Andra kammaren,1965,1968,,man,manne_ståhl_80f0
4861,Marta Lindberg,Socialdemokraterna,Örebro län,Andra kammaren,1965,1968,,woman,marta_lindberg_6ecd
4862,Mary Holmqvist,Socialdemokraterna,Malmöhus län,Andra kammaren,1965,1968,,woman,mary_holmqvist_603f
4863,Matteus Berglund,Folkpartiet Liberalerna,Örebro län,Andra kammaren,1965,1968,,man,matteus_berglund_32d4
4864,Mårten Werner,Högerpartiet,Fyrstadskretsen,Andra kammaren,1965,1968,,man,mårten_werner_2869
4865,Nancy Eriksson,Socialdemokraterna,Stockholms stad,Andra kammaren,1965,1968,,woman,nancy_eriksson_edcf
4866,Nils Carlshamre,Högerpartiet,Göteborgs och Bohus län,Andra kammaren,1965,1968,,man,nils_carlshamre_288c
4867,Nils Franzén,Centerpartiet,Gotlands län,Andra kammaren,1965,1968,,man,nils_franzén_7e48
4868,Nils Fridolfsson,Socialdemokraterna,Blekinge län,Andra kammaren,1965,1968,,man,nils_fridolfsson_342f
4869,Nils G. Hansson i Skegrie,Centerpartiet,Malmöhus län,Andra kammaren,1965,1968,,man,nils_g._hansson_i_skegrie_2b11
4870,Nils Kellgren,Socialdemokraterna,Stockholms stad,Andra kammaren,1965,1968,,man,nils_kellgren_edcf
4871,Nils Odhe,Socialdemokraterna,Skaraborgs län,Andra kammaren,1965,1968,,man,nils_odhe_0838
4872,Ola Ullsten,Folkpartiet Liberalerna,Stockholms stad,Andra kammaren,1965,1968,,man,ola_ullsten_f2b2
4873,Olaus Nyberg,Folkpartiet Liberalerna,Blekinge län,Andra kammaren,1965,1968,,man,olaus_nyberg_9126
4874,Olle Göransson,Socialdemokraterna,Västmanlands län,Andra kammaren,1965,1968,,man,olle_göransson_8849
4875,Olle Westberg,Folkpartiet Liberalerna,Gävleborgs län,Andra kammaren,1965,1968,,man,olle_westberg_7416
4876,Olof Johansson,Folkpartiet Liberalerna,Göteborgs och Bohus län,Andra kammaren,1965,1968,,man,olof_johansson_a0c0
4877,Olof Persson,Socialdemokraterna,Kopparbergs län,Andra kammaren,1965,1968,,man,olof_persson_f6ac
4878,Oscar Franzén,Socialdemokraterna,Östergötlands län,Andra kammaren,1965,1968,,man,oscar_franzén_3fc6
4879,Oskar Lindkvist,Socialdemokraterna,Stockholms stad,Andra kammaren,1965,1968,,man,oskar_lindkvist_edcf
4880,Ove Nordstrandh,Högerpartiet,Göteborg,Andra kammaren,1965,1968,,man,ove_nordstrandh_e68a
4881,Per Bergman,Socialdemokraterna,Göteborg,Andra kammaren,1965,1968,,man,per_bergman_a2d7
4882,Per Petersson i Gäddvik,Högerpartiet,Norrbottens län,Andra kammaren,1965,1968,,man,per_petersson_i_gäddvik_2206
4883,Per-Eric Ringaby,Högerpartiet,Örebro län,Andra kammaren,1965,1968,,,per-eric_ringaby_35b8
4884,Ragnar Edenman,Socialdemokraterna,Uppsala län,Andra kammaren,1965,1968,,man,ragnar_edenman_bbef
4885,Ragnar Ekström,Socialdemokraterna,Södermanlands län,Andra kammaren,1965,1968,,man,ragnar_ekström_c9c6
4886,Ragnar Lassinantti,Socialdemokraterna,Norrbottens län,Andra kammaren,1965,1968,,man,ragnar_lassinantti_9770
4887,Robert Johansson,Centerpartiet,Älvsborgs läns norra,Andra kammaren,1965,1968,,man,robert_johansson_fb82
4888,Roland Lundberg,Högerpartiet,Fyrstadskretsen,Andra kammaren,1965,1968,,man,roland_lundberg_2869
4889,Rolf Eliasson,Högerpartiet,Skaraborgs län,Andra kammaren,1965,1968,,man,rolf_eliasson_f791
4890,Rosa Andersson,Socialdemokraterna,Södermanlands län,Andra kammaren,1965,1968,,woman,rosa_andersson_c9c6
4891,Rosa Svensson,Socialdemokraterna,Västmanlands län,Andra kammaren,1965,1968,,woman,rosa_svensson_8849
4892,Rune Carlstein,Socialdemokraterna,Älvsborgs läns södra,Andra kammaren,1965,1968,,man,rune_carlstein_d713
4893,Rune Gustavsson,Centerpartiet,Kronobergs län,Andra kammaren,1965,1968,,man,rune_gustavsson_0c2a
4894,Rune Johansson i Ljungby,Socialdemokraterna,Kronobergs län,Andra kammaren,1965,1968,,man,rune_johansson_i_ljungby_1ec1
4895,Rune Johansson i Norrköping,Socialdemokraterna,Östergötlands län,Andra kammaren,1965,1968,,man,rune_johansson_i_norrköping_3fc6
4896,Ruth Andersson,Socialdemokraterna,Älvsborgs läns norra,Andra kammaren,1965,1968,,woman,ruth_andersson_c49e
4897,Sigfrid Löfgren,Folkpartiet Liberalerna,Fyrstadskretsen,Andra kammaren,1965,1968,,,sigfrid_löfgren_0420
4898,Sigrid Ekendahl,Socialdemokraterna,Stockholms stad,Andra kammaren,1965,1968,,woman,sigrid_ekendahl_edcf
4899,Sigurd Lindholm,Socialdemokraterna,Gävleborgs län,Andra kammaren,1965,1968,,man,sigurd_lindholm_07e5
4900,Sigvard Larsson,Folkpartiet Liberalerna,Västerbottens län,Andra kammaren,1965,1968,,man,sigvard_larsson_4434
4901,Sigvard Rimås,Folkpartiet Liberalerna,Östergötlands län,Andra kammaren,1965,1968,,man,sigvard_rimås_0457
4902,Stellan Arvidsson,Socialdemokraterna,Stockholms stad,Andra kammaren,1965,1968,,man,stellan_arvidsson_edcf
4903,Sten Sjöholm,Unknown mbs,Fyrstadskretsen,Andra kammaren,1965,1968,,man,sten_sjöholm_82b2
4904,Sten Wahlund,Centerpartiet,Uppsala län,Andra kammaren,1965,1968,,man,sten_wahlund_2b12
4905,Stig Alemyr,Socialdemokraterna,Kalmar län,Andra kammaren,1965,1968,,man,stig_alemyr_071c
4906,Stig Hansson,Centerpartiet,Malmöhus län,Andra kammaren,1965,1968,,man,stig_hansson_2b11
4907,Stig Josefson,Centerpartiet,Malmöhus län,Andra kammaren,1965,1968,,man,stig_josefson_2b11
4908,Svante Lundkvist,Socialdemokraterna,Södermanlands län,Andra kammaren,1965,1968,,man,svante_lundkvist_c9c6
4909,Sven Andersson,Socialdemokraterna,Älvsborgs läns norra,Andra kammaren,1965,1968,,man,sven_andersson_c49e
4910,Sven Andersson i Örebro,Folkpartiet Liberalerna,Örebro län,Andra kammaren,1965,1968,,man,sven_andersson_i_örebro_32d4
4911,Sven Antby,Folkpartiet Liberalerna,Älvsborgs läns norra,Andra kammaren,1965,1968,,man,sven_antby_1b13
4912,Sven Ekström,Socialdemokraterna,Gävleborgs län,Andra kammaren,1965,1968,,man,sven_ekström_07e5
4913,Sven Gustafson,Folkpartiet Liberalerna,Göteborg,Andra kammaren,1965,1968,,man,sven_gustafson_8d67
4914,Sven Hammarberg,Socialdemokraterna,Västmanlands län,Andra kammaren,1965,1968,,man,sven_hammarberg_8849
4915,Sven Hector,Unknown k,Värmlands län,Andra kammaren,1965,1968,,man,sven_hector_8868
4916,Sven Johansson,Centerpartiet,Jönköpings län,Andra kammaren,1965,1968,,man,sven_johansson_2ff5
4917,Sven Mellqvist,Socialdemokraterna,Kopparbergs län,Andra kammaren,1965,1968,,man,sven_mellqvist_f6ac
4918,Sven Persson i Appuna,Socialdemokraterna,Östergötlands län,Andra kammaren,1965,1968,,man,sven_persson_i_appuna_3fc6
4919,Sven Vigelsbo,Bondeförbundet,Västmanlands län,Andra kammaren,1965,1968,,man,sven_vigelsbo_d07a
4920,Sven Wedén,Folkpartiet Liberalerna,Södermanlands län,Andra kammaren,1965,1968,,man,sven_wedén_0699
4921,Tage Erlander,Socialdemokraterna,Stockholms stad,Andra kammaren,1965,1968,,man,tage_erlander_edcf
4922,Tage Magnusson,Högerpartiet,Älvsborgs läns södra,Andra kammaren,1965,1968,,man,tage_magnusson_a088
4923,Tage Sundkvist,Centerpartiet,Södermanlands län,Andra kammaren,1965,1968,,man,tage_sundkvist_585c
4924,Tekla Torbrink,Socialdemokraterna,Kalmar län,Andra kammaren,1965,1968,,woman,tekla_torbrink_071c
4925,Thorvald Källstad,Folkpartiet Liberalerna,Göteborg,Andra kammaren,1965,1968,,,thorvald_källstad_8d67
4926,Thyra Löfqvist,Socialdemokraterna,Blekinge län,Andra kammaren,1965,1968,,woman,thyra_löfqvist_342f
4927,Tore Bengtsson,,Hallands län,Andra kammaren,1965,1968,,man,tore_bengtsson_61d7
4928,Tore Nilsson,Högerpartiet,Västerbottens län,Andra kammaren,1965,1968,,man,tore_nilsson_f247
4929,Torsten Fredriksson,Socialdemokraterna,Kopparbergs län,Andra kammaren,1965,1968,,,torsten_fredriksson_f6ac
4930,Torsten Gustafsson,Centerpartiet,Gotlands län,Andra kammaren,1965,1968,,,torsten_gustafsson_7e48
4931,Torsten Nilsson,Socialdemokraterna,Stockholms stad,Andra kammaren,1965,1968,,,torsten_nilsson_edcf
4932,Valfrid Wikner,Socialdemokraterna,Jämtlands län,Andra kammaren,1965,1968,,man,valfrid_wikner_a93e
4933,Valter Kristensson,Socialdemokraterna,Göteborg,Andra kammaren,1965,1968,,man,valter_kristensson_a2d7
4934,Viola Sandell,Socialdemokraterna,Värmlands län,Andra kammaren,1965,1968,,woman,viola_sandell_749a
4935,Wiking Werbro,Folkpartiet Liberalerna,Hallands län,Andra kammaren,1965,1968,,,wiking_werbro_b0df
4936,William Björk,Socialdemokraterna,Malmöhus län,Andra kammaren,1965,1968,,man,william_björk_603f
4937,Yngve Hamrin,Folkpartiet Liberalerna,Jönköpings län,Andra kammaren,1965,1968,,man,yngve_hamrin_5e2a
4938,ersatt av: Filip Fridolfsson,Högerpartiet,Stockholms stad,Andra kammaren,1965,1968,,,ersatt_av:_filip_fridolfsson_8cdc
4939,Åke Zetterberg,Socialdemokraterna,Stockholms stad,Andra kammaren,1965,1968,,man,åke_zetterberg_edcf
4940,Alice Lundbeck,Högerpartiet,Stockholms stad,Första kammaren,1966,1972,,woman,alice_lundbeck_8cdc
4941,Allan Hernelius,Högerpartiet,Stockholms stad,Första kammaren,1966,1972,,man,allan_hernelius_8cdc
4942,Alva Myrdal,Socialdemokraterna,Stockholms stad,Första kammaren,1966,1972,,woman,alva_myrdal_edcf
4943,Alvar Mårtensson,Socialdemokraterna,Malmöhus län med Malmö stad,Första kammaren,1966,1972,,man,alvar_mårtensson_d0d4
4944,Anders Axelson,Folkpartiet Liberalerna,Värmlands län,Första kammaren,1966,1972,,man,anders_axelson_80f0
4945,Annie Wallentheim,Socialdemokraterna,Stockholms och Uppsala län,Första kammaren,1966,1972,,woman,annie_wallentheim_1f4d
4946,Arne Geijer,Socialdemokraterna,Stockholms och Uppsala län,Första kammaren,1966,1972,,man,arne_geijer_1f4d
4947,Arne Pettersson,Socialdemokraterna,Malmöhus län med Malmö stad,Första kammaren,1966,1972,,man,arne_pettersson_d0d4
4948,Arne Svenungsson,Högerpartiet,Göteborgs och Bohus län,Första kammaren,1966,1972,,man,arne_svenungsson_288c
4949,Arvid Annerås,Folkpartiet Liberalerna,Kronobergs och Hallands län,Första kammaren,1966,1972,,man,arvid_annerås_4760
4950,Axel Andersson i Örnsköldsvik,Folkpartiet Liberalerna,Västernorrlands och Jämtlands län,Första kammaren,1966,1972,,man,axel_andersson_i_örnsköldsvik_e2de
4951,Axel Kristiansson,Centerpartiet,Kronobergs och Hallands län,Första kammaren,1966,1972,,man,axel_kristiansson_05b6
4952,Axel Strand,Socialdemokraterna,Stockholms stad,Första kammaren,1966,1972,,man,axel_strand_edcf
4953,Axel Wikberg,Centerpartiet,Västernorrlands och Jämtlands län,Första kammaren,1966,1972,,man,axel_wikberg_c67e
4954,Bengt Gustavsson,Socialdemokraterna,Södermlands och Västmanlands län,Första kammaren,1966,1972,,man,bengt_gustavsson_a897
4955,Bertil Lidgard,Högerpartiet,Stockholms stad,Första kammaren,1966,1972,,man,bertil_lidgard_8cdc
4956,Bertil Petersson,Socialdemokraterna,Kalmar och Gotlands län,Första kammaren,1966,1972,,man,bertil_petersson_c962
4957,Bertil Strandberg,Högerpartiet,Västerbottens och Norrbottens län,Första kammaren,1966,1972,,man,bertil_strandberg_a6e1
4958,Birger Andersson,Socialdemokraterna,Skaraborgs län,Första kammaren,1966,1972,,man,birger_andersson_0838
4959,Birger Lundström,Folkpartiet Liberalerna,Stockholms stad,Första kammaren,1966,1972,,man,birger_lundström_f2b2
4960,Bo Skårman,Folkpartiet Liberalerna,Älvsborgs län,Första kammaren,1966,1972,,man,bo_skårman_869b
4961,Carl Eskilsson,Högerpartiet,Östergötlands län med Norrköpings stad,Första kammaren,1966,1972,,man,carl_eskilsson_163c
4962,Dagmar Ranmark,Socialdemokraterna,Värmlands län,Första kammaren,1966,1972,,,dagmar_ranmark_749a
4963,Ebbe Ohlsson,Högerpartiet,Kronobergs och Hallands län,Första kammaren,1966,1972,,man,ebbe_ohlsson_4315
4964,Egon Andreasson,Centerpartiet,Blekinge och Kristianstads län,Första kammaren,1966,1972,,man,egon_andreasson_45a6
4965,Einar Dahl,Socialdemokraterna,Göteborgs och Bohus län,Första kammaren,1966,1972,,man,einar_dahl_f596
4966,Einar Eriksson,Socialdemokraterna,Stockholms och Uppsala län,Första kammaren,1966,1972,,man,einar_eriksson_1f4d
4967,Elvy Olsson,Centerpartiet,Södermlands och Västmanlands län,Första kammaren,1966,1972,,,elvy_olsson_594e
4968,Eric Carlsson,Centerpartiet,Kopparbergs län,Första kammaren,1966,1972,,man,eric_carlsson_3019
